report id,ip_id,ip,total_urls,url,date
265,45,222.77.178.218,44,http://222.77.178.218/xz/5.ex,2017-08-22
265,45,222.77.178.218,44,http://222.77.178.218/xz/4.ex,2017-08-22
265,45,222.77.178.218,44,http://222.77.178.218/xz/9.tx,2017-08-22
265,45,222.77.178.218,44,http://222.77.178.218/xz/4.tx,2017-08-22
265,45,222.77.178.218,44,http://222.77.178.218/xz/10.ex,2017-08-22
265,45,222.77.178.218,44,http://222.77.178.218/xz/9.ex,2017-08-22
268,46,255.255.255.255,75,http://255.255.255.255:80,2022-06-28
268,46,255.255.255.255,75,https://255.255.255.255:1500/ispmgr,2021-11-02
268,46,255.255.255.255,75,http://255.255.255.255/Down.exe,2021-09-30
268,46,255.255.255.255,75,https://255.255.255.255/moz-extension:/bf111777-55df-44d4-93e6-04f849b22bbc/?id=1c1e212c74.bf52,2021-02-01
268,46,255.255.255.255,75,https://255.255.255.255,2020-03-15
268,46,255.255.255.255,75,http://255.255.255.255:1234/udp/255.255.255.255,2020-02-14
268,46,255.255.255.255,75,http://255.255.255.255:1234/playlist,2020-02-14
268,46,255.255.255.255,75,http://255.255.255.255/bb.sh,2019-12-11
268,46,255.255.255.255,75,https://255.255.255.255/,2019-11-20
268,46,255.255.255.255,75,http://255.255.255.255:255/,2019-11-10
272,47,6.3.1.8,2,https://6.3.1.8,2020-05-04
272,47,6.3.1.8,2,http://6.3.1.8,2020-05-04
272,48,6.8.0.19,0,NA,NA
275,49,195.24.76.250,2,https://195.24.76.250/,2015-06-12
275,49,195.24.76.250,2,http://195.24.76.250/,2013-09-16
275,50,67.215.237.98,6,https://67.215.237.98:443,2021-07-03
275,50,67.215.237.98,6,http://67.215.237.98:443,2021-07-03
275,50,67.215.237.98,6,http://67.215.237.98:8080,2020-07-03
275,50,67.215.237.98,6,http://67.215.237.98:80,2020-06-09
275,50,67.215.237.98,6,http://67.215.237.98/,2018-11-09
275,50,67.215.237.98,6,http://n12-losangeles-us.samknows.com/,2017-12-03
275,51,67.215.246.34,5,http://67.215.246.34/x/?0DOoupllwqiyykdydsbawemercokatdtoiu2,2016-10-11
275,51,67.215.246.34,5,https://67.215.246.34/,2015-06-12
275,51,67.215.246.34,5,http://67.215.246.34/x/,2014-11-04
275,51,67.215.246.34,5,http://67.215.246.34/,2012-10-24
275,51,67.215.246.34,5,http://67.215.246.34/news/?id=10&,2012-08-15
275,52,94.229.65.172,67,http://94.229.65.172/,2016-10-28
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=4ecc731ba89a48f4b06bf4f289301c40,2014-02-26
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=fbd766c704d875d2335a8b84ce1fb911,2014-02-26
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=d824ddaf4bea662350cf86194b6eb20c,2014-02-26
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=b92fa4e527df6af8545952f03f9b8340,2014-02-26
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=f84e28bee6e361ffdedbb77e5e145d19,2014-02-22
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=cd62e9c71283b33da6efc707f76b09de,2014-02-22
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=35d2694e32896e6e4fbb66423f9aec38,2014-02-19
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=5c161fed5f507122be966fb8b737661b,2014-02-18
275,52,94.229.65.172,67,http://paypal.com.yesfriv.com/update/index.php?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=99ef298e08f60e9a6ccf9f05f117c420,2014-02-17
287,53,93.183.194.17,3,http://93.183.194.17/install.php?&pid=173541507,2021-10-22
287,53,93.183.194.17,3,http://93.183.194.17/install.php?&pid=68187570,2020-03-05
287,53,93.183.194.17,3,http://93.183.194.17/,2018-08-07
288,54,6.3.1.8,2,https://6.3.1.8,2020-05-04
288,54,6.3.1.8,2,http://6.3.1.8,2020-05-04
294,55,22.250.166.222,0,NA,NA
294,56,167.156.220.15,0,NA,NA
303,57,22.250.166.222,0,NA,NA
303,58,167.156.220.15,0,NA,NA
305,59,212.124.118.78,0,NA,NA
306,60,22.250.166.222,0,NA,NA
306,61,167.156.220.15,0,NA,NA
313,62,64.16.211.143,0,NA,NA
321,63,22.250.166.222,0,NA,NA
321,64,167.156.220.15,0,NA,NA
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4154;1211,2019-07-28
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4027;1411,2019-07-25
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4115;1285,2019-07-18
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4169;1181,2019-07-15
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4001;1243,2019-06-26
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4152;1255,2019-06-03
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4036;1203,2019-04-26
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4018;1268,2019-04-12
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4078;1610,2019-01-14
328,65,85.255.119.242,146,http://85.255.119.242/this/is/stereo/music.php?param=0;4161;1341,2019-01-11
391,66,50.7.248.170,2,http://50.7.248.170/m/IbQDRVVjhMjCN6raPeNu6HtfkRLBPqzLOsNlngIsQUmLrjvOySUvS5zzXtKJ9dvwq8hTWltaA2YSqAZPRAtXSYP2b8en5QvVStobujZNsB0+qvACxIJHhhBAE,2015-06-09
391,66,50.7.248.170,2,http://50.7.248.170/m/IbQDRVVjhMjCN6raPeNu6HtfkRLBPqzLOsNlngIsQUmLrjvOySUvS5zzXtKJ9dvwq8hTWltaA2YSqAZPRAtXSYP2b8en5QvVStobujZNsB0%2BqvACxIJHhhBAE,2014-01-23
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?6396e=3263344,2021-10-22
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?553b3b=16757169,2021-09-15
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?f2e50=6964272,2021-08-17
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?47c50=1469840,2021-07-16
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?b0ae212=1667363490,2021-06-27
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?42f68=822840,2021-06-19
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?651f6=1242594,2021-06-01
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?6340a=2032690,2021-05-31
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?3d6442=12067014,2021-05-22
404,67,89.119.67.154,415,http://89.119.67.154/testo5/?12a78d0d=-2104173733,2021-05-15
427,68,213.155.21.32,0,NA,NA
469,69,200.63.46.49,0,NA,NA
472,70,93.174.95.145,30,http://93.174.95.145/,2021-10-22
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=61025482140465342151548688630787&amp;tick=124656&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=63714899414433504603261254531292&amp;tick=194203&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=63714899414433504603261254531292&amp;tick=135734&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=21046243154736610119237339129874&amp;tick=122937&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_report.php?task=14572&amp;id=63714899414433504603261254531292&amp;errors[0]=70&amp;errors[553]=1&amp;errors[554]=1&amp;errors[702]=5&amp;errors[710]=1&amp;errors[713]=4&amp;errors[716]=5&amp;errors[719]=13,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=63714899414433504603261254531292&amp;tick=182468&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=63714899414433504603261254531292&amp;tick=162734&amp;ver=481&amp;smtp=ok,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_report.php?task=14572&amp;id=63714899414433504603261254531292&amp;errors[0]=67&amp;errors[550]=1&amp;errors[554]=3&amp;errors[702]=3&amp;errors[709]=1&amp;errors[710]=5&amp;errors[714]=1&amp;errors[715]=1&amp;errors[716]=7&amp;errors[719]=11,2013-02-15
472,70,93.174.95.145,30,http://93.174.95.145/spm/s_alive.php?id=71242778510332899702482270741043&amp;tick=140109&amp;ver=481&amp;smtp=ok,2013-02-15
474,71,70.85.221.10,22,http://70.85.221.10/~alex/cgi-bin/brvc.cgi,2018-01-12
474,71,70.85.221.10,22,http://70.85.221.10/~alex/cgi-bin/sptr.cgi?SECRET33,2018-01-11
474,71,70.85.221.10,22,http://70.85.221.10/~aspn/cgi-bin/sptr.cgi?401acd00_U,2018-01-05
474,71,70.85.221.10,22,https://70.85.221.10/,2017-12-01
474,71,70.85.221.10,22,http://70.85.221.10/~aspn/cgi-bin/sptr.cg,2017-08-31
474,71,70.85.221.10,22,http://70.85.221.10/~aspn/cgi-bin/sptr.cgi,2017-01-13
474,71,70.85.221.10,22,http://70.85.221.10/~aspn/cgi-bin/brvc.cgi,2016-11-20
474,71,70.85.221.10,22,http://70.85.221.10/~alex/cgi-bin/mpk.cgi,2016-10-23
474,71,70.85.221.10,22,http://70.85.221.10/~alex/cgi-bin/qfa.cgi,2016-10-23
474,71,70.85.221.10,22,http://70.85.221.10/~alex/cgi-bin/sptr.cgi,2016-04-21
480,72,128.100.195.241,0,NA,NA
480,73,128.100.195.250,0,NA,NA
480,74,141.251.30.134,0,NA,NA
480,75,161.53.97.57,0,NA,NA
480,76,185.4.124.170,0,NA,NA
480,77,193.158.240.10,0,NA,NA
480,78,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/hilfe/mail.html,2018-09-10
480,78,193.222.73.227,243,https://www.swisscom.ch/de/business/enterprise/partner.html,2018-09-10
480,78,193.222.73.227,243,https://www.swisscom.ch/fr/business/pme/partenaires-swisscom/logout-pex.html,2018-09-10
480,78,193.222.73.227,243,https://www.swisscom.ch/fr/business/enterprise/downloads/digitalisierung/hp/db003-swiss-it-digitalisierung-automatisierung.html?campID=NL_ENT_N_DB_ICT_STUDIE,2018-09-08
480,78,193.222.73.227,243,https://www.swisscom.ch/it/clienti-privati/internet-televisione-retefissa/swisscom-tv/tv-air.html,2018-09-07
480,78,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/internet-fernsehen-festnetz/digital-tv/tv-air.html,2018-09-07
480,78,193.222.73.227,243,https://www.swisscom.ch/fr/clients-prives/produits/portables/nokia-8-sirocco.html,2018-09-07
480,78,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D,2018-09-07
480,78,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40wmXd7Ex8xLEFhhh7J1YOlQ%3D%3D,2018-09-07
480,78,193.222.73.227,243,"http://nl.swisscom.com/r/?id=h353185e,d32346f,d365b3a&p1=en&p2=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D",2018-09-07
480,79,193.28.233.32,2,http://www.configsys.fr/achats-pc/,2014-04-05
480,79,193.28.233.32,2,http://config-systeme.fr/,2014-03-22
480,80,193.47.246.76,0,NA,NA
480,81,195.186.145.42,2,https://sam.sso.bluewin.ch/smevoip/SmeVoipLogin,2018-11-03
480,81,195.186.145.42,2,http://195.186.145.42/,2018-04-14
480,82,195.222.21.12,0,NA,NA
480,83,212.143.95.24,0,NA,NA
480,84,212.227.15.171,3,https://212.227.15.171,2020-12-16
480,84,212.227.15.171,3,http://212.227.15.171/,2019-11-28
480,84,212.227.15.171,3,http://212.227.15.171,2019-11-28
480,85,212.227.15.188,3,https://212.227.15.188,2020-12-16
480,85,212.227.15.188,3,http://212.227.15.188,2019-11-28
480,85,212.227.15.188,3,http://212.227.15.188/,2018-01-14
480,86,212.227.17.162,3,https://212.227.17.162,2021-10-18
480,86,212.227.17.162,3,http://212.227.17.162/,2019-11-28
480,86,212.227.17.162,3,http://212.227.17.162,2019-11-28
480,87,46.30.211.89,0,NA,NA
480,88,5.149.171.178,2,http://mail1.premgroup.com:8888/Login.jsp,2018-05-12
480,88,5.149.171.178,2,http://support.premgroup.com:8888/Login.jsp,2017-04-12
480,89,78.142.182.76,0,NA,NA
480,90,80.150.9.158,0,NA,NA
480,91,80.74.157.171,580,https://lesamisdespirou.com,2022-06-16
480,91,80.74.157.171,580,http://lesamisdespirou.com,2022-06-16
480,91,80.74.157.171,580,http://www.sp-uster.ch/,2022-06-11
480,91,80.74.157.171,580,https://www.hotwork-xix.com/_ximg2/?_xvjjq=2,2022-06-06
480,91,80.74.157.171,580,http://blanchimentdesdents.ch/,2022-04-04
480,91,80.74.157.171,580,https://www.aubergedelatour.ch,2022-02-21
480,91,80.74.157.171,580,https://marioeltoro.com,2022-01-31
480,91,80.74.157.171,580,http://marioeltoro.com,2022-01-31
480,91,80.74.157.171,580,https://click.radio,2022-01-12
480,91,80.74.157.171,580,http://click.radio,2022-01-12
480,92,81.19.149.32,0,NA,NA
480,93,86.35.0.126,1,http://webmail.adrem.ro/,2017-05-14
480,94,88.116.214.146,1,http://88.116.214.146:8443,2020-01-28
480,95,91.250.66.120,7,https://www.shsgm.com/en/ref9194/,2021-01-18
480,95,91.250.66.120,7,http://shs-cas.com/,2019-01-14
480,95,91.250.66.120,7,http://ink4live.com/,2018-04-28
480,95,91.250.66.120,7,http://ink4live.com/es/machines/sheetfedpress_2_colour_offset.html,2018-03-15
480,95,91.250.66.120,7,http://phplist.shsgm.com/,2017-12-06
480,95,91.250.66.120,7,http://www.shsgm.com/en/ref8752,2017-08-08
480,95,91.250.66.120,7,http://www.shsgm.com/,2017-03-29
485,96,111.221.115.86,1,http://111.221.115.86/,2019-01-28
485,97,128.100.195.241,0,NA,NA
485,98,128.100.195.250,0,NA,NA
485,99,132.245.210.12,1,http://132.245.210.12/,2018-04-14
485,100,132.245.210.9,1,http://132.245.210.9/,2018-04-14
485,101,132.245.226.50,1,http://lb.geo.office365.com/,2014-11-13
485,102,132.245.229.146,0,NA,NA
485,103,132.245.229.162,0,NA,NA
485,104,132.245.229.178,0,NA,NA
485,105,141.251.30.134,0,NA,NA
485,106,157.56.251.217,1,http://157.56.251.217/,2019-01-28
485,107,157.56.251.220,1,http://157.56.251.220/,2019-01-28
485,108,157.56.255.226,1,http://157.56.255.226/,2018-04-14
485,109,157.56.255.54,1,http://157.56.255.54/,2019-01-28
485,110,157.56.255.57,1,http://157.56.255.57/,2019-01-28
485,111,157.56.96.123,5,http://157.56.96.123/,2018-04-12
485,111,157.56.96.123,5,https://157.56.96.123/,2018-02-05
485,111,157.56.96.123,5,http://fe2.update.microsoft.com/v11/2/windowsupdate/redir/v6-win7sp1-wuredir.cab?1710012243,2018-01-16
485,111,157.56.96.123,5,http://fe2.update.microsoft.com/v11/2/microsoftupdate/redir/v6-muredir.ca,2017-10-09
485,111,157.56.96.123,5,https://fe2.update.microsoft.com/v11/3/win7sp1/windowsupdate/selfupdate/wuident.cab?1705050007,2017-05-05
485,112,157.56.96.156,37,http://157.56.96.156,2021-03-12
485,112,157.56.96.156,37,https://157.56.96.156,2021-03-12
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/toc.js?635580081422988383,2015-01-28
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/spupdateids.js?635580081394110610,2015-01-28
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/resultslist.js?635580081394110610,2015-01-28
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/tgar.js?635580081422988383,2015-01-28
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/webcomtop.js?635580081394110610,2015-01-28
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/webcomtop.js?635579083340219202,2015-01-27
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/spupdateids.js?635579083340219202,2015-01-27
485,112,157.56.96.156,37,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/commontop.js?635579083340219202,2015-01-27
485,113,161.53.97.57,0,NA,NA
485,114,185.4.124.170,0,NA,NA
485,115,193.158.240.10,0,NA,NA
485,116,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/hilfe/mail.html,2018-09-10
485,116,193.222.73.227,243,https://www.swisscom.ch/de/business/enterprise/partner.html,2018-09-10
485,116,193.222.73.227,243,https://www.swisscom.ch/fr/business/pme/partenaires-swisscom/logout-pex.html,2018-09-10
485,116,193.222.73.227,243,https://www.swisscom.ch/fr/business/enterprise/downloads/digitalisierung/hp/db003-swiss-it-digitalisierung-automatisierung.html?campID=NL_ENT_N_DB_ICT_STUDIE,2018-09-08
485,116,193.222.73.227,243,https://www.swisscom.ch/it/clienti-privati/internet-televisione-retefissa/swisscom-tv/tv-air.html,2018-09-07
485,116,193.222.73.227,243,https://www.swisscom.ch/de/privatkunden/internet-fernsehen-festnetz/digital-tv/tv-air.html,2018-09-07
485,116,193.222.73.227,243,https://www.swisscom.ch/fr/clients-prives/produits/portables/nokia-8-sirocco.html,2018-09-07
485,116,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D,2018-09-07
485,116,193.222.73.227,243,https://www.swisscom.ch/en/business/enterprise/subscription-management/profile-page.html?userId=%40wmXd7Ex8xLEFhhh7J1YOlQ%3D%3D,2018-09-07
485,116,193.222.73.227,243,"http://nl.swisscom.com/r/?id=h353185e,d32346f,d365b3a&p1=en&p2=%40pUzjd1jvvuv8VFFMmFiLlw%3D%3D",2018-09-07
485,117,193.28.233.32,2,http://www.configsys.fr/achats-pc/,2014-04-05
485,117,193.28.233.32,2,http://config-systeme.fr/,2014-03-22
485,118,193.47.246.76,0,NA,NA
485,119,195.186.145.42,2,https://sam.sso.bluewin.ch/smevoip/SmeVoipLogin,2018-11-03
485,119,195.186.145.42,2,http://195.186.145.42/,2018-04-14
485,120,195.222.21.12,0,NA,NA
485,121,212.143.95.24,0,NA,NA
485,122,212.227.15.171,3,https://212.227.15.171,2020-12-16
485,122,212.227.15.171,3,http://212.227.15.171/,2019-11-28
485,122,212.227.15.171,3,http://212.227.15.171,2019-11-28
485,123,212.227.15.188,3,https://212.227.15.188,2020-12-16
485,123,212.227.15.188,3,http://212.227.15.188,2019-11-28
485,123,212.227.15.188,3,http://212.227.15.188/,2018-01-14
485,124,212.227.17.162,3,https://212.227.17.162,2021-10-18
485,124,212.227.17.162,3,http://212.227.17.162/,2019-11-28
485,124,212.227.17.162,3,http://212.227.17.162,2019-11-28
485,125,46.30.211.89,0,NA,NA
485,126,5.149.171.178,2,http://mail1.premgroup.com:8888/Login.jsp,2018-05-12
485,126,5.149.171.178,2,http://support.premgroup.com:8888/Login.jsp,2017-04-12
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/tgar.js?635582776032037766,2015-02-01
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/redirect.js?635582776032037766,2015-02-01
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/tgar.js?635577481634254414,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/content.js?635577481634254414,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/webcomtop.js?635577481607110240,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/tgar.js?635577481607110240,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/spupdateids.js?635577481607110240,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/redirect.js?635577481607110240,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/commontop.js?635577481607110240,2015-01-25
485,127,65.55.242.252,17,http://windowsupdate.microsoft.com/windowsupdate/v6/shared/js/resultslist.js?635577481607110240,2015-01-25
485,128,78.142.182.76,0,NA,NA
485,129,80.150.9.158,0,NA,NA
485,130,80.74.157.171,580,https://lesamisdespirou.com,2022-06-16
485,130,80.74.157.171,580,http://lesamisdespirou.com,2022-06-16
485,130,80.74.157.171,580,http://www.sp-uster.ch/,2022-06-11
485,130,80.74.157.171,580,https://www.hotwork-xix.com/_ximg2/?_xvjjq=2,2022-06-06
485,130,80.74.157.171,580,http://blanchimentdesdents.ch/,2022-04-04
485,130,80.74.157.171,580,https://www.aubergedelatour.ch,2022-02-21
485,130,80.74.157.171,580,https://marioeltoro.com,2022-01-31
485,130,80.74.157.171,580,http://marioeltoro.com,2022-01-31
485,130,80.74.157.171,580,https://click.radio,2022-01-12
485,130,80.74.157.171,580,http://click.radio,2022-01-12
485,131,81.19.149.32,0,NA,NA
485,132,86.35.0.126,1,http://webmail.adrem.ro/,2017-05-14
485,133,88.116.214.146,1,http://88.116.214.146:8443,2020-01-28
485,134,91.250.66.120,7,https://www.shsgm.com/en/ref9194/,2021-01-18
485,134,91.250.66.120,7,http://shs-cas.com/,2019-01-14
485,134,91.250.66.120,7,http://ink4live.com/,2018-04-28
485,134,91.250.66.120,7,http://ink4live.com/es/machines/sheetfedpress_2_colour_offset.html,2018-03-15
485,134,91.250.66.120,7,http://phplist.shsgm.com/,2017-12-06
485,134,91.250.66.120,7,http://www.shsgm.com/en/ref8752,2017-08-08
485,134,91.250.66.120,7,http://www.shsgm.com/,2017-03-29
499,135,120.72.85.141,1,http://120.72.85.141/,2018-04-25
521,136,74.54.28.74,3,http://74.54.28.74/~bbsaccom/bb/,2018-06-02
521,136,74.54.28.74,3,http://74.54.28.74/~soasnova/imagens/3.gif,2014-12-23
521,136,74.54.28.74,3,http://74.54.28.74/%7Erevendad/alemao/tiroteio_na_favela_do_alemaoavi.com,2014-10-22
522,137,217.170.77.150,4,http://217.170.77.150/jora/cras.exe,2018-08-07
522,137,217.170.77.150,4,http://217.170.77.150/bim/index.exe,2018-08-07
522,137,217.170.77.150,4,http://217.170.77.150/,2016-01-31
522,137,217.170.77.150,4,http://217.170.77.150/hjk/pibzero.exe,2013-03-21
539,138,200.75.129.249,1,https://200.75.129.249/,2021-02-08
543,139,181.174.112.74,11,http://181.174.112.74:449/ser0904us/analyst0-2d1671_w512600.976f88b0b975ae2d3a1e69be58900c68/5/spk,2021-05-11
543,139,181.174.112.74,11,https://181.174.112.74,2020-10-23
543,139,181.174.112.74,11,http://181.174.112.74,2020-10-23
543,139,181.174.112.74,11,https://181.174.112.74:449/ser0904us/analyst0-2d1671_w512600.d32829510c82fac1b778b2bcb98c9a09/5/spk/,2019-10-19
543,139,181.174.112.74,11,https://181.174.112.74:449/ser0906us/analyst0-2d1671_w512600.d2a82d108c73e7eb35786b4fd3c0121d/5/spk/,2019-08-20
543,139,181.174.112.74,11,http://181.174.112.74:449/,2019-06-24
543,139,181.174.112.74,11,https://181.174.112.74:449,2019-03-12
543,139,181.174.112.74,11,https://181.174.112.74:449/,2019-03-08
543,139,181.174.112.74,11,https://181.174.112.74:449/ser0904us/analyst0-2d1671_w512600.59620b64f0d7ef455c5747965051bc41/5/spk/,2019-03-05
543,139,181.174.112.74,11,https://181.174.112.74:449/ser0904us/analyst0-2d1671_w512600.35af3c729e0bea9863e17deaa5d9f4b8/5/spk/,2018-09-06
543,140,178.116.83.49,34,https://178.116.83.49,2020-10-23
543,140,178.116.83.49,34,http://178.116.83.49,2020-10-23
543,140,178.116.83.49,34,http://178.116.83.49/ser0829us,2020-01-31
543,140,178.116.83.49,34,http://178.116.83.49/ser0904us/analyst0-2d1671_w512600.d32829510c82fac1b778b2bcb98c9a09/5/spk,2019-10-27
543,140,178.116.83.49,34,http://178.116.83.49/ser0906us/analyst0-2d1671_w512600.2352c25213f8b7a43465da0a58b23f10/5/spk,2019-10-27
543,140,178.116.83.49,34,https://178.116.83.49/ser0904us/analyst0-2d1671_w512600.d32829510c82fac1b778b2bcb98c9a09/5/spk/,2019-10-19
543,140,178.116.83.49,34,http://178.116.83.49/ser0830us/analyst0-2d1671_w512600.2e17d1ab4bf34ac449a8ec5ac92dc7af/5,2019-09-09
543,140,178.116.83.49,34,https://178.116.83.49/ser0906us/analyst0-2d1671_w512600.d2a82d108c73e7eb35786b4fd3c0121d/5/spk/,2019-08-20
543,140,178.116.83.49,34,http://178.116.83.49/ser0906us/analyst0-2d1671_w512600.2e257fdd31833d10805f700b3ed9d8ed/5/spk,2019-07-15
543,140,178.116.83.49,34,https://178.116.83.49/ser0827us/analyst0-2d1671_w512600.e69252fb40bc236db7a9ee8ba282bc54/5/spk,2019-06-18
543,141,182.50.64.148,15,http://182.50.64.148,2020-10-23
543,141,182.50.64.148,15,http://182.50.64.148/ser0910us,2020-01-31
543,141,182.50.64.148,15,http://182.50.64.148/ser0910us/analyst0-2d1671_w512600.448c2f379d65827096f5754340fa649a/5,2020-01-16
543,141,182.50.64.148,15,http://182.50.64.148/ser0904us/analyst0-2d1671_w512600.d32829510c82fac1b778b2bcb98c9a09/5/spk,2019-10-27
543,141,182.50.64.148,15,http://182.50.64.148/ser0906us/analyst0-2d1671_w512600.2352c25213f8b7a43465da0a58b23f10/5/spk,2019-10-27
543,141,182.50.64.148,15,https://182.50.64.148:449/ser0904us/analyst0-2d1671_w512600.d32829510c82fac1b778b2bcb98c9a09/5/spk/,2019-10-19
543,141,182.50.64.148,15,https://182.50.64.148:449/ser0906us/analyst0-2d1671_w512600.d2a82d108c73e7eb35786b4fd3c0121d/5/spk/,2019-08-20
543,141,182.50.64.148,15,http://182.50.64.148/ser0906us/analyst0-2d1671_w512600.2e257fdd31833d10805f700b3ed9d8ed/5/spk,2019-07-15
543,141,182.50.64.148,15,http://182.50.64.148:449/ser0906us/analyst0-2d1671_w512600.2e257fdd31833d10805f700b3ed9d8ed/5/spk,2019-06-26
543,141,182.50.64.148,15,http://182.50.64.148:449/,2019-06-24
543,142,82.222.40.119,6,https://82.222.40.119,2020-10-23
543,142,82.222.40.119,6,http://82.222.40.119,2020-10-23
543,142,82.222.40.119,6,https://82.222.40.119/,2020-01-13
543,142,82.222.40.119,6,http://82.222.40.119:449/,2018-10-14
543,142,82.222.40.119,6,https://82.222.40.119:449/,2018-09-16
543,142,82.222.40.119,6,http://82.222.40.119/,2018-09-07
543,143,97.78.222.18,12,http://97.78.222.18,2020-10-23
